Type,Removed_stopwords
1,ندوة بالاردن تدعو للبناء انجازات المقاومة الفلسطينية
1,الجيش المصري يعلن انطلاق مناورات حماة النيل السودان
1,حماة النيل رسالة سودانية مصرية ردت عليها اثيوبيا
1,وقعت مواجهات الشبان الفلسطينيين وقوات الاحتلال الاسرائيلي مواقع عديدة بالضفة الغربية والقدس المحتلة
1,قوات الاحتلال تنفذ حملات اعتقال بالضفة وتواصل حصار غزة
1,مسيرات واحتفالات عالمية نصرة للمقاومة الفلسطينية
1,فصائل المقاومة الفلسطينية تدعو الى الرباط الاقصى
1,اوروبا تدرس امكانية التواصل حركة حماس
1,مسؤول اوروبي اعلن تضامنه المقاومة الايرانية
1,شيع الاف الفلسطينيين جثامين شهداء قضوا ايام نفق للمقاومة
1,استشهاد رئيس هيئة مقاومة
1,اكدت صحيفة اميركية ان استهداف برج الجلاء شكل نقطة تحول محورية الموقف الاميركي
1,الاسرائيليون نادمون استهداف برج الجلاء غزة
1,مقرر اممي ياكد ان الاخبراء طالبوا بتمثيل العدوان الاسرائيلي امام الجنائية الدولية
1,خبراء امميون يحذرون تصاعد عنف المستوطنين فلسطين
1,تعتقد السلطات الايرانية ان التطورات الاخيرة فلسطين اظهرت بوضوح فشل عمليات تطبيع
1,وزارة الخارجية الايرانية تهنئ انتصار المقاومة معركة سيف القدس
1,دول عربية واسلامية تدين الاعتداء الاسرائيلي الوحشي قطاع غزة
1,نتانياهو الدول العربية والاسلامية تقيم علاقات عميقة اسرائيل
1,امريكا تدعو لاستئناف مفاوضات سد النهضة مصر واثيوبيا
1,واشنطن اعلنت التزامها بدعم مفاوضات السد الاثيوبي
1,اسرائيل تربط ملف الاسرى بالعملية الدولية لاعمار غزة
1,حماس ترفض ربط اعمار غزة بالاسرى الاسرائيليين
1,حالة طوارئ اليونان بسبب زيادة عدد الاجئين السوريين
1,السلطات قبرص تمنع السوريين دخول اراضيها
1,مصرع قائد الجيش النيجيري تحطم طائرة عسكرية
1,الجيش النيجيري يصد هجوما ارهابيا قاعدة عسكرية
1,اجرى وزير الخارجية الاميركي اتصالا هاتفيا نظيره التركي تاكيدا اهمية استمرارالتعاون
1,وزير الخارجية الامريكي ونظيره التركي يبحثان مستجدات الاوضاع فلسطين
1,جنود اسرائيليون يعتقلون العشرات الفلسطينيين القدس والضفة
1,مستوطنون وجنود اسرائيليون يعتدون فلسطينيين بالضفة
1,تواجد قوات الجيش الاثيوبي الحدود الاثيوبية السودانية
1,السودان ينفي وقوع اي اشتباكات اثيوبيا الحدود المشتركة
1,طيار اسرائيلي يعترف ان قصف ابراج غزة وسيلة انتقام
1,قصف الجوي يدمر احد الابراج السكنية العالية غزة
1,الولايات المتحددة تؤكد اهمية استمرارية الهدنة غزة زيارة وزير الخارجيتها للمنطقة
1,بلينكن يزور الاردن ومصر لترسيخ التهدئة غزة
1,ايران تشيد بانتصار المقاومة تدعو لدعم الشعب الفلسطيني
1,ايران تدعو الدول العربية الى اعادة النظر سياسة التطبيع
1,لقطات جوية تظهر حجم الدمار قطاع غزة
1,الصليب الاحمر مصدوم حجم الدمار غزة
1,عمال ميناء جنوب افريقي يرفضون تفريغ حمولة سفينة اسرائيلية
1,جنوب افريقيا تدين العدوان الاسرائيلي الفلسطنيين
1,اعتداءات المستوطنين منازل فلسطينيين الضفة الغربية
1,مستوطنون يعتدون فلسطينيين وممتلكاتهم القدس
1,ملكة بريطانيا تتفقد حاملة الطائرات البريطانية الجديدة
1,ملكة بريطانيا تتفقد معرض تشيلسي للزهور
1,مسعفة تعانق لاجئا وتحميه عناصر الجيش الاسباني
1,ناشطة بالصليب الاحمر الاسباني تتلقى تهديدات عناقها مهاجرا سنغاليا
1,شهدت عواصم اوروبية مظاهرات داعمة للفلسطينيين
1,مظاهرات عدة دول عربية ضد القصف الاسرائيلي لغزة
1,اول ظهور لرئيس حركة حماس لتابين شهداء معركة سيف القدس محافظة قطاع غزة
1,ظهور السنوار يتصدر عناوين الصحف العبرية
1,اسرائيل تقمع تظاهرة تضامنية سكان احياء بالقدس
1,قوات الاحتلال الاسرائيلي تغلق مداخل حي الشيخ جراح
1,امير قطر يهاتف الرئيس الفلسطيني مؤكدا دعم بلاده للقضية الفلسطينية وشعبها
1,ملك الاردن يهاتف امير قطر بشان فلسطين
1,مصر ترفض اعتزام اثيوبيا بناء عدد السدود الجديدة
1,الخارجية المصرية ترد تصريحات ابي احمد
1,انباء انشاء قاعدة عسكرية اماراتية اليمن
1,برلمانيون يمنيون يطالبون توضيحا الامارات حول القاعدة العسكرية
1,قادة اوروبيون يطالبون التحقيق بجرائم الحرب الاسرائيلية
1,تعهد اوروبي بمحاسبة مرتكبي جرائم الحرب سوريا
1,وزيرة الخارجية السودانية تعلن مطالب بلادها لحل ازمة سد النهضة
1,اثيوبيا تبدي استعدادها للاستجابة بشكل كامل لمطالب السودان
1,صرحت وزارة الخارجية المغربية انه تم استدعاء زعيم جبهة البوليساريو لتحقيق اسبانيا
1,المحكمة الاسبانية العليا ترفض طلبا باحتجاز زعيم ابراهيم غالي
1,مدعية الجنائية الدولية تواصل زيارتها لدارفور وتلتقي الاسر النازحة المخيمات
1,بنسودا تبحث جرائم دارفور مسؤولين سودانيين
1,هجمات بطائرات المسيرة العراق تثير قلق امريكا
1,فصائل عراقية تتبنى هجوم الرياض وتقول انه نفذ بطائرات مسيرة
1,الخرطوم الحركة الشعبية لتحرير السودان تبدان مفاوضات السلام
1,الحركة الشعبية لتحرير السودان ترفض مفاوضات السلام
1,اجتماع المبعوثان الاميركي والاممي عمان لبحث ازمة اليمن
1,ليندركينغ وغريفيث يعملان اطلاق محادثات سياسية اليمن
1,امريكا تسلم للافغان اكبر قاعدة عسكرية البلاد
1,طالبان تتبنى تفجيرا قرب قاعدة باغرام الامريكية
1,الرئيس التركي يكشف طريقة التعاون يامل الدول العربية
1,صرح اردوغان ان تركيا تجمعها علاقات قوية مصر
1,اعلن الرئيس الاميركي خلال زيارته الى ولاية اوكلاهوما اننه جاء اجل مساعدة الاميركيين السود
1,بايدن اول رئيس اميركي يحيي ذكرى مذبحة تولسا
1,مالي تخسرعضوية الاتحاد الافريقي مجددا
1,الاتحاد الافريقي يندد بالانقلاب العسكري الجديد مالي
1,يائير لابيد يعلن نجاحه تشكيل ائتلاف حكومي
1,لبيد رئيسا مكلفا بدلا نتنياهو
1,الجيش الاسرائيلي يعلن تدمير نقطة مراقبة سورية الجولان
1,بلينكن يؤكد اهمية الجولان لامن اسرائيل
1,البحرية الايرانية تعلن غرق سفينتها اندلاع حريق غامض
1,صور اقمار صناعية تظهر اكبر سفينة حربية ايرانية غارقة
1,وزير الدفاع الاسرائيلي يوقع اتفاقا لبيد لتشكيل الحكومة
1,لبيد يقترح غانتس تعاونا لاسقاط نتنياهو
1,صورة جوية لسد النهضة تكشف استعدادات اثيوبيا للملء الثاني
1,وقف اعمال البناء سد النهضة الاثيوبي
1,اظهر المفوض العام لوكالة الاونروا الدعم لقلسطينين سكان حي الشيخ جراح القدس
1,مفوض عام اونروا يدعو اسرائيل الى الغاء اخلاء الشيخ جراح
1,رئيس حكومة تصريف الاعمال اللبنانية يتوقع انهيارا شاملا بلاده
1,حسان دياب يناشد حلفاء بلاده لانقاذ لبنان
1,حريق ضخم يلتهم اجزاء مصفاة النفط العاصمة الايرانية
1,ايران تتعرض لحادثين حريق كبيرين يوم
1,وزير الخارجية اليمني يلتقي المبعوث الاميركي اليمن
1,وزير الخارجية السعودي يبحث نظيرته السويدية ازمة اليمن
1,قالت الصحيفة الاسرائيلية ان اعضاء البرلمان الاميركي يدعون الرئيس الامريكي لتعزيز السلام بالشرق الاوسط
1,الكونغرس يطالب بالسلام خلال الدعم حل الدولتين الشرق الاوسط
1,ضحية ومفقود غرق سفينة امداد بترولية مصرية
1,غرق سفينة امداد خليج عمان ضحايا
1,بدء التفاوض الحكومة السودانية والحركة الشعبية
1,السودان تقارب الحكومة والحركة الشعبية وجولة قادمة
1,قتلى وعشرات الضحايا تظاهرات غاضبة منبج اثر حملات تجنيد اجبارية
1,حظر تجول لمدة ساعة احتجاجات رافضة للتجنيد القسري
1,قوات ماليزيا الجوية ترصد طائرات صينية انتهكت مجال البلاد الجوي
1,ماليزيا ترصد سفينة صينية اخترقت مياهها الاقليمية
1,قالت صحيفة اثيوبية ان يجب استغلال مفاوضات بشان سد النهضة كفرصة للتعاون المنبع الصب
1,وزراء دول لمنبع والمصب يبحثون ملء سد النهضة
1,البيت الابيض هدفنا واسرائيل منع ايران حيازة السلاح النووي
1,ايران بعيدة البعد الالتزام بالاتفاق النووي
1,تعهد امريكي جديد بمساعدة السعودية الدفاع اراضيها
1,وزير الدفاع الامريكي يهاتف ولي العهد السعودي بشان اليمن
1,واشنطن تعرض مكافئة مالية ضخمة لمن يساعد بالقبض زعيم التنظيم القاعدة
1,ابو عبيدة يتوعد بقصف تل ابيب مجددا
1,صرحت صحيفة امريكية ان الاحزاب فرنسا تدعم اليمين المتطرف
1,زعيمة اليمين المتطرف فرنسا تقترح تغيير اسم حزبها
1,اعترف الجيش الاميركي انه قتل عشرات المدنيين عام
1,القوات الامريكية العراق تعتذر قتل مدنيين
1,نائب كردي يكشف اتفاق سياسي البارزاني والصدر للمرحلة المقبلة
1,بارزاني يصل النجف للقاء الصدر
1,نتنياهو يحض نواب اليمين منع الثقة الحكومة الجديدة
1,اسرائيل تنتخب رئيسا جديدا وبدء تشكيل حكومة التغيير وانهاء حقبة نتانياهو
1,رئيس وزراء الاسباني يعلن اعادة فتح السفارة الاسبانية فى ليبيا
1,رئيسا وزراء ليبيا واسبانيا يوقعان مذكرات تفاهم طرابلس
1,قررت السلطات المصرية السماح بتعيين النساء مناصب قضائية
1,عزوف النساء تولي المناصب القيادية مصر
1,الامم المتحدة تعارض قانونا دنماركيا لترحيل طالبي اللجوء
1,قرارات الحكومة الدنماركية تهدد حياة اللاجئين اوروبا
1,ناقش منتدى سان بطرسبورغ الاقتصادي الدولي وعددا ملفات الدولية
1,انعقاد منتدى سان بطرسبورغ الاقتصادي الدولي بمشاركة نخبة الاقتصاديين والسياسيين
1,ضحايا مدنيون تفجير حافلات بكابل وننغرهار
1,قتلى وجرحى قصف صاروخي كابل
1,عبرت الامم المتحدة قلقها معاناة النازحين السوريين جراء عدم تمديد عمليات الاغاثة الانسانية
1,الامم المتحدة والمنظمات الشريكة توزع الاغاثة الانسانية الاف السوريين النازحين
1,اعلنت الولايات المتحدة انها تم توزيع ملايين جرعات لقاح كورنا عالميا
1,واشنطن ترسل لتايوان مليون جرعة لقاح موديرنا
1,قال زعيم جماعة الحوثيين ان واجب اليمنيين التصدي الحرب الظالمة تشن عليهم
1,زعيم الحوثيين يعلن جبهات لمواجهة عاصفة الحزم
1,اول جولة خارجية التقى الرئيس الاميركي عددا رؤساء الدول
1,رئيس المجلس الاوروبي يدعو بايدن الى قمة بروكسل
1,وزارة الدفاع الفرنسية توقف العمليات العسكرية الاراضي المالية
1,فرنسا مازق البقاء او الخروج العسكري مالي الانقلاب
1,وزارة الدفاع الاميركي تشيد بدعم قطرلعملية السلام
1,البنتاغون يؤكد ان سحب القوات الامريكية افغانستان بداية عملية السلام
1,بدا رئيس الوزراء الاسرائيلي تحركات مكثفة لافشال الحكومة خصومه
1,حكومة اسرائيل خصوم نتنياهو يتحالفون لاسقاطه
1,القضاء الامريكي سيعطي هجمات البرمجيات الخبيثة اولوية الارهاب
1,العدل الامريكية تدعو الشركات لحماية نفسها الهجمات الالكترونية
1,تحذير مسؤولين اميركيين متابعة التحقيقات بشان نشاة فيروس كورونا معهد ووهان الصيني
1,تقرير اميركي يستبعد تسرب كورونا معمل ووهان الصيني
1,كشفت السلطات الاسترالية اصابات جديدة بالسلالة خطيرة فيروس كورونا
1,مخاوف اوروبية موجة لـسلالة دلتا فيروس كورونا
1,نشرت صحيفة امريكية تقريرا قالت ان الطائرات المسيرة التركية ساعدت تركيا توسيع نفوذها
1,وول ستريت جورنال مسيرات تركيا غيرت القواعد سوريا
1,توقعت امريكا انطلاق جولة جديدة المحادثات ايران لاحياء الاتفاق النووي
1,الخارجية الامريكية ترحب باجتماع الدول الموقعة الاتفاق النووي
1,قلق اميركي سفينتين ايرانيتين تتجهان فنزويلا
1,اسطول النفط الايراني الى فنزويلا يثير غضب الولايات المتحدة
1,مصر وفرنسا والاردن تطالب بوقف الاجراءات الاحادية المقوضة للسلام
1,واشنطن تؤكد دعم حل الدولتين لانهاء النزاع الفلسطيني الاسرائيلي
1,امير قطر والرئيس الروسي يؤكدان اهمية التعاون الدولي لمواجهة تداعيات كورونا
1,امير قطر يشارك منتدى سانت بطرسبورغ الجمعة
1,اكد مجلس صيانة الدستور الايراني ان قرار بشان اهلية المرشحين للرئاسة يتاثر بالوثائق الخاظئة
1,مجلس صيانة الدستور يرى منافسة جدية المرشحين الانتخابات الايرانية
1,السلطات الامريكية تلقي بالمسؤولية الحوثيين لعدم اتخاذ خطوات لوقف اطلاق النار
1,واشنطن تدين بشدة هجمات الحوثي
1,عشرات قتلى والجرحى اثر حادث ثار مصر
1,قتلى بحادث سير مروع صعيد مصر
1,الاحتلال يقمع ماراثون القدس التضامني اهالي الشيخ جراح
1,العديد الفلسطيننين بمشاركة ماراثون القدس
1,ارسلت مصر معدات واليات سواعد مصرية الى قطاع غزة
1,وفد فلسطيني الى مصر لبحث اعمار غزة
1,حذر رئيس حكومة تصريف الاعمال اللبنانية عواقب تعليق عمل المحكمة الدولية الخاصة بلبنان
1,دياب يوجه رسالة للامم المتحدة بشان المحكمة الخاصة بلبنان
1,الرئيس الامريكي يؤكد عدم توتر العلاقات اسرائيل
1,قلق اسرائيلي حيال العلاقة امريكا اخر تصعيد المنطقة
1,اثيوبيا تهاجم الاعلام المصري نشر تسريب لرئيس الوزراء
1,تسريب تصريحات ابي احمد سد اثيوبي تغضب المصريين
1,رغم الحديث اتفاق وشيك بشان النووي الايراني مصادر فيينا تكشف نقاط خلافية زالت عالقة
1,اسرائيل تؤثر مفاوضات فيينا لاتفاق اميركي ايراني قريب
1,اعلن الاتحاد الاوروبي اتاحة شهادة التطعيم رقمية الدول الاعضاء
1,الاتحاد الاوروبي يعتمد شهادة صحية رقمية للسفر
1,الرئيس الروسي ياكد عدم تورط روسيا هجمات الكترونية
1,بوتين روسيا ستوافق تسليم مرتكبي الهجمات الالكترونية
1,واشنطن تقدم مساعدات انسانية باكثر مليون لافغانستان
1,واشنطن تدرس مساعدة الافغان المعرضين
1,انتقد كاردينال النمسا خريطة الاسلام تثير الجدل البلاد
1,تركيا ترفض نشر النمسا خريطة للاسلام
1,هدد رئيس وزراء اسرائيل المتوقع بشن عملية عسكرية قطاع غزة
1,رئيس الوزراء الاسرائيلي الجديد نفتالي بينيت يتعهد بتوحيد الامة
1,عشرات القتلى غارات جوية شنها الجيش الافغاني
1,الجيش الافغاني يفقد اهم نقاط القوة مواجهة حركة طالبان
1,حذر النائب الاول لرئيس مجلس السيادة السوداني فوضى بلاد
1,مواطنون يستنكرون حملة استهداف حميدتي
1,مظاهرات العاصمة المالية جانبه اكد مرشح رئاسة الوزراء التزام بلاده بالاتفاقيات الدولية
1,مظاهرات حاشدة مالي دعما للاستقرار
1,باب الهوى المنفذ الاخير للشمال السوري مهدد بالاغلاق
1,تحذير دولي اممي مخاطر اغلاق معبر باب الهوى
1,وكلاء ايران العراق يقدموا للفصائل اسلحة اكثر تطورا تهديدا للولايات المتحدة
1,مسيرات ايران تقود العراق للمجهول
1,ارتفاع حالات التعافي وقفزة باصابات كورونا عدد الدول اسيوية
1,انخفاض معدلات الاصابة والوفيات بكورونا خلال اسبوع
1,ناشطون يتظاهرون ميناء بكاليفورنيا احتجاجا سفينة شحن اسرائيلية
1,المئات يتظاهرون ميناء كندي لمنع سفينة اسرائيلية الرسو
1,وزير الخارجية اليمني يزور مسقط لدفع بعملية السلام
1,وفد الحوثيين مسقط يحاور مبعوثي عدة جهات دولية
1,مقال صحيفة بريطانية يذكر ان اهم اهداف الحكومة الاسرائيلية الجديدة تخلص ولاية نتنياهو
1,مقال غارديان الدعم البريطاني لـ اسرائيل يساعد بقاء الاحتلال
1,اتفاق عراقي امريكي خطة لاعادة انتشار قوات التحالف الدولي
1,واشنطن وبغداد يناقشان اليات سحب قوات التحالف الدولي العراق
1,امير قطر يبحث رئيس الوزراء الفلسطيني اعادة اعمار غزة وحماية الاقصى
1,اشتية يلتقي نظيره القطري ويبحث تعزيز التعاون المشترك
1,وصف الرئيس الروسي تهديد الولايات المتحدة بالفشل
1,بايدن يتعهد بتحديد خطوط حمراء لبوتين
1,افرجت سلطات الاحتلال الاسرائيلي مراسلة الجزيرة بالقدس
1,سلطات الاحتلال تعتقل مراسلة الجزيرة وتعتدي عليها
1,مسلحون يقتلون اكثرمن مدني بوركينافاسو
1,مقتل شرطيا الاقل بوركينافاسو
1,عشرات القتلى اشتباكات افغانستان طالبان تزامنا بدا جولة المبعوث الاميركي الخاص لافغانستان
1,خليل زاد يلتقي الزعماء الافغان لبحث عملية السلام
1,السنوار يتوعد بتغيير شكل الشرق الاوسط اذا شنت اسرائيل حربا
1,قائد حماس السنوار يؤكد لصيحفة عبرية ان المقاومة تسعى للحرب
1,حذرت الامم المتحدة مجاعة وشيكة اقليم شمالي اثيوبيا
1,الامم المتحدة قلقة الجرائم ارتكبت تيغراي
1,قتلى جرحى افراد قوات البشمركة هجوم باقليم كردستان العراق
1,هجوم حزب العمال الكردستاني البيشمركة تطالب بغداد بالتدخل
1,رئيس الامن الداخلي الاسرائيلي يحذر اندلاع العنف قري رحيل نتنياهو
1,تحالف سياسي اسرائيلي يسعى للاطاحة بنتنياهو
1,اعلنت السلطات الاردنية اصابة عدد افراد قوات الامن
1,وزير الداخلية الاردنية يتحدث الاوضاع الامنية المملكة
1,تبادل المرشحون للانتخابات الرئاسية ايران الانتقادات الحادة بكيفية ادارة اقتصاد البلاد
1,معالجة الازمة الاقتصادية اولوية الانتخابات الرئاسية الايرانية
1,وفد مجلس الشيوخ الاميركي يصل تايوان
1,وفد امريكي رسمي يلتقي رئيسة تايوان
1,الدفاعات الجوية لقوات التحالف اعترضت طائرة مسيرة حوثية استهدافت منطقة جنوب السعودية
1,طائرات مسيرة حوثية تستهدف قلب صناعة النفط السعودية
1,مدعية المحكمة الجنائية الدولية السودان شددت ضرورة تسليم المطلوبين للمحكمة الجنائية الدولية
1,بنسودا تقترح محاكمة تكاملية الجنائية الدولية للمطلوبين
1,القضاء الفرنسي يبدا تحقيقا حول ثروة حاكم مصرف لبنان المركزي
1,رياض سلامة متهم باختلاس مليون
1,قاعدة الاسد تعرضت للعديد الهجمات الصاروخية وبطائرات مسيرة
1,هجوم بطائرة مسيرة مركز لقوات التحالف الدولي شمالي العراق
1,عشرات الضحايا جريمة قتل وغرق نيجيريا
1,ارتفاع حصيلة هجمات عصابات سرقة الماشية فى نيجيريا
1,اكد الرئيس الاميركي ان بلاده ستدافع بلا شك قيم الديمقراطية
1,بايدن يبدا اولى جولاته الخارجية اوروبا
1,قتلى وجرحى داخل مخيم للاجئين الفلسطينيين جنوبي لبنان
1,تسليم مطلوبين مخيم الرشيدية لمخابرات الجيش لبناني
1,عشرات الضحايا هجوم لحركة طالبان بمناطق مختلفة افغانستان
1,الامم المتحدة افغانستان تدين هجوم طالبان
1,وزير خارجية تركيا يلتقي نظيره الفرنسي لبحث العلاقات بلادهم
1,جاوش اوغلو يؤكد ان الخلافات فرنسا تراجعت تشكيل الحكومة الليبية
1,ادانة دولية للهجوم المسلح بوركينافاسو
1,هجوم بوركينا فاسو وتمدد داعش افريقيا
1,افادت صحيفة الاسرائيلية بان منظومة القبة الحديدية اسقطت مسيرة اسرائيلية خلال الحرب غزة
1,القبة الحديدية درع اسرائيل لحمايتها الصواريخ
1,وصول معدات وطواقم فنية مصرية الى غزة لبدء اعادة الاعمار
1,القاهرة تدعو للتبرع لصندوق تحيا مصر اجل اعمار غزة
1,اطلقت قوات الاحتلال سراح الناشطة قلسطينية القدس
1,اسرائيل تعتقل الناشطة منى الكرد حي الشيخ جراح
1,عدد مواطنين وصحفيين فلسطينيين اصيبوا جراء قمع قوات الاحتلال
1,مواجهات الفلسطينيين وشرطة الاحتلال القدس
1,نشرت صحيفة امريكية ان التصويت ولاية شرق المانيا سيختبر مدى قوة حزب اليمين
1,انتخابات محلية اليوم بولاية ساكسونيا انهالت المانيا
1,اليمن يطالب بموقف دولي صارم ازاء تصعيد الحوثيين العسكري
1,اليمن يطالب المجتمع دولي بادراج الحوثيين ضمن قوائم الارهاب
1,مصريون يتظاهرون بالاسكندرية ضد التهجير
1,مصر تواصل تنفيذ خطة القضاء العشوائيات بحلول
1,اكدت اثيوبيا انها مستعدة لحماية سد النهضة اي عدوان وسط تهديدات مصر السودان
1,جولة مفاوضات جديدة مصر والسودان واثيوبيا حول سد النهضة
1,عشرات القتلى والجرحى اشتباكات قبيلتي السودان
1,السودان نشر قوات عسكرية كبيرة جنوب دارفور
1,مصدر امني عراقي يؤكد اغتيال مدير مخابرات ببغداد
1,الكاظمي يوجه بفتح تحقيق عالي المستوى بشان اغتيال ضابط عراقي
1,عطل تقني يجبر طائرة تقل نائبة الرئيس الاميركي العودة رحلة رسمية
1,كامالا هاريس تستعد لاول زيارة الى الحدود الامريكية الجنوبية
1,نقلت صحيفة امريكية ان انسحاب امريكا افغانستان دفع وكالة الاستخبارات المركزية للبحث بدائل للحفاظ عمليات جمع المعلومات
1,نيويورك تايمز انسحاب القوات الامريكية افغانستان بشكل كامل بحلول منتصف
1,داعش يعلن مسؤوليته تفجير الانتحاري ليبيا
1,تنظيم الدولة يحاول اثبات وجوده بارتكاب مجزرة وسط
1,علماء مصر يستغيثون للحصول وظائف حكومية
1,الحكومة مصرية توفر وظيفة حكومية
1,عشرات الجرحى وقتلى تصادم القطارين باكستان
1,تضامن دولي باكستان حادث تصادم قطارين
1,اعلن رئيس الانتقالي لمالي التزام حكومته بكافة المطالب الدولة
1,غويتا يعلن نفسه رئيسا للجنة انقاذ مالي
1,تحذيرات المقاومة الغاء مسيرة الاعلام الاستفزازية بالقدس
1,انتشار مكثف للشرطة الاسرائيلية بالقدس قبيل مسيرة الاعلام
1,الرئيس الروسي يصادق انسحاب بلاده اتفاقية السماوات المفتوحة
1,خيبة امل روسية لقرار واشنطن بعدم العودة لاتفاقية السماوات
1,مدير الوكالة الدولية للطاقة الذرية يحذر اقتراب ايران انتاج سلاح نووي
1,غروسي يعرب قلقه العميق بسبب اخفاء ايران مواد نووية
1,قال وزير الدفاع الاميركي ان بلاده ملتزمة بمساعدة حلفائها
1,اوستن اكد للحلف الاطلسي التزام واشنطن جهود السلام افغانستان
1,مقتل عائلة مسلمة كندا دهس متعمد
1,ادانات عربية للدهس المتعمد لعائلة مسلمة كندا
1,طهران تتهم مدير الوكالة الدولية للطاقة الذرية بالتحيز وافتقاد المصداقية
1,طهران تعلن انتهاء اتفاق المراقبة النووي المؤقت الوكالة الدولية
1,وزير الخارجية الامريكي يؤكد التزام بلاده بدعم اسرائيل
1,حماس تستنكر تصريحات بلينكن حول دعم اسرائيل
1,وزير الصحة الاسرائيلي يعرب رغبته بالتنافس رئاسة حزب الليكود
1,نتنياهو يعود الى زعامة الليكود عبر بوابة التشدد
1,الامم المتحدة تشعر بـ القلق البالغ ازاء الوضع المتدهور للملايين السوريين
1,الامم المتحدة مليون سوري يعانون انعدام الامن الغذائي
1,اسرائيل تطلق سراح اقدم اسير اردني سجونه
1,اسرائيل تعرقل الافراج اقدم اسير اردني
1,تصاعد لافت للتوتر بكردستان العراق ومقتل احد عناصر البشمركة بنيران حزب العمال
1,انباء اختطاف حزب العمال الكردستاني ضابطين البيشمركة
1,برئاسة هنية وفد حماس يزور مصر
1,القاهرة تحتضن قريبا اجتماعا مباشرا فتح وحماس
1,واشنطن تدعو الى للوقف ضد ايران
1,طهران تسعى الى تمديد اتفاقها الطاقة الذرية لانجاح مفاوضات فيينا
2,حقق انتر ميلانو لقب دوري الايطالي وبذلك يحطم هيمنة يوقنتوس سنوات
2,مليون تنعش خزائن انتر ميلان تتويجه بالدوري
2,اعلن ليفربول الانجليزي فوز النجم المصري محمد صلاح بجائزة افضل لاعبي الفريق موسم
2,محمد صلاح يبدا الاستعداد لمنافسات الدوري الانجليزي ليفربول
2,انتر ميلان يفسخ تعاقده كونتي بالتراضي
2,كونتي يوقع عقوده انتر ميلان
2,اصدرت اندية مدريد وبرشلونة ويوفنتوس بيانا مشتركا للتاكيد قرار لاطلاق دوري السوبر الانفصالي
2,مدريد وبرشلونة ويوفنتوس ينجون مؤقتا العقوبات اليويفا
2,للمرة الاولى تاريخه فياريال الاسباني يتوج بلقب الدوري الاوروبي
2,فياريال يتاهل الى المربع الذهبي بطولة الدوري الاوروبي
2,ايمري يقود فياريال الى لقب الدوري الاوروبي الاول مرة
2,رسميا ايمري يعود للدوري الاسباني
2,مدريد يعلن رحيل زيدان رسميا
2,زيدان يهاجم ادارة مدريد رحيله
2,توقعات بتولي بوكيتينو تدريب مدريد
2,سان جيرمان ينفي رحيل بوكيتينو لـ تدريب مدريد
2,مشجع بريطاني يقاضي مسؤولين اماراتيين بتهمة التعذيب
2,العثور مشجع بريطاني مفقود
2,كشف رئيس برشلونة خططه للمفاوضات لاعب النادي ميسي والمدرب كومان لحسم القرار بشان مستقبلهم الفريق
2,لابورتا يمتدح ميسي ويشكر منافسيه كلمته الفوز رئاسة النادي
2,الاهلي يواصل التحليق فى سماء البطولات بالتتويج بالسوبر الافريقي
2,استضافة قطر مباراة السوبر الافريقي الاهلي المصري ونهضة بركان المغربي
2,صحيفة المانية تفتح النار مانشستر سيتي وتثير الشكوك حول علاقة اموال ابوظبي بوصوله لنهائي ابطال اوروبا
2,مانشستر سيتي الى النهائي دوري الابطال الاول تاريخه بفضل ثنائية الجزائري محرز
2,بعدغياب يسعى المنتخب الالماني لتحقيق المفاجات منافسات اليورو
2,المانيا تودع كاس امم اوروبا الهزيمة انجلترا
2,تشيلسي يتوج بلقب دوري ابطال اوروبا للمرة الثانية حساب منافسه مانشستر سيتي
2,دوري ابطال اوروبا مشجعو تشيلسي ومانشستر سيتي يحضرون النهائي البرتغال
2,نجولو كانتي معجزة خط الوسط كرة القدم الحديثة
2,كانتي يدخل قائمة المرشحين للتتويج بالكرة الذهبية
2,لاعب مانشستر سيتي يكشف تشخيص اصابته القوية خروجه نهائي ددوري ابطال اوروبا
2,دي بروين يستعد للعودة مان سيتي دوري الانجليزي
2,وجه رونالدو رسالة الى مدربه يوفنتوس تمت اقالته
2,يوفنتوس يوضح مستقبل رونالدو ومدربه بيرلو
2,غوارديولا قفص الاتهام انهيار السيتي نهائي الابطال
2,صرح غوارديولاان مانشستر سيتي جاهز للاطاحة بباريس سان جيرمان
2,الصحافة البريطانية تشن هجوما شرسا غوارديولا وتتهمه بالجنون
2,الصحافة البريطانية غوارديولا يقترب العودة لتدريب برشلونة
2,احتفاء وتحذير صدور حكم قضائي لصالح الرئيس السابق للزمالك مرتضى منصور
2,حكم قضائي جديد لصالح ممدوح عباس ضد مرتضى منصور
2,شقيق اغويرو ينتقد يثير ازمة غوارديولا نهائي دوري الابطال
2,غوارديولا يودع اغويرو بالدموع نهائي الابطال
2,فوزه بدوري ابطال اوروبا تشلسي يكافئ توخيل بتمديد عقده
2,تتويجه بدوري الابطال توخيل يستهدف تدعيم تشيلسي بـ نجوم الموسم الجديد
2,الموسم برشلونة تخفق تحيقق القاب بطولات كرة القدم وسلة
2,برشلونة يتوج بلقب الدوري الاسباني لكرة السلة
2,جدد رئيس الاتحاد الاوروبي لكرة القدم هجومه اندية يوفنتوس الايطالي وريال مدريد وبرشلونة الاسبانيين
